상병코드,상병명,상병명(영문)
T1721     ,인두의 이물/ 음식물,Foreign body in pharynx/ food
T1728     ,목구멍 NOS/ 기타 이물,Throat NOS/ other foreign object
T1728     ,비인두의 이물/ 기타 이물,Foreign body in pharynx/ other foreign object
T1728     ,인두의 이물/ 기타 이물,Foreign body in pharynx/ other foreign object
T1729     ,목구멍 NOS/ 상세불명의 이물,Throat NOS/ unspecified foreign body
T1729     ,비인두의 이물/ 상세불명의 이물,Foreign body in pharynx/ unspecified foreign body
T1729     ,인두의 이물/ 상세불명의 이물,Foreign body in pharynx/ unspecified foreign body
T173      ,후두의 이물,Foreign body in larynx
T173      ,후두의 이물,Foreign body in larynx
T1730     ,후두의 이물/ 위 내용물,Foreign body in larynx/ gastric contents
T1731     ,후두의 이물/ 음식물,Foreign body in larynx/ food
T1738     ,후두의 이물/ 기타 이물,Foreign body in larynx/ other foreign object
T1739     ,후두의 이물/ 상세불명의 이물,Foreign body in larynx/ unspecified foreign body
T174      ,기관의 이물,Foreign body in trachea
T174      ,기관의 이물,Foreign body in trachea
T1740     ,기관의 이물/ 위 내용물,Foreign body in trachea/ gastric contents
T1741     ,기관의 이물/ 음식물,Foreign body in trachea/ food
T1748     ,기관의 이물/ 기타 이물,Foreign body in trachea/ other foreign object
T1749     ,기관의 이물/ 상세불명의 이물,Foreign body in trachea/ unspecified foreign body
T175      ,기관지의 이물,Foreign body in bronchus
T175      ,기관지의 이물,Foreign body in bronchus
T1750     ,기관지의 이물/ 위 내용물,Foreign body in bronchus/ gastric contents
T1751     ,기관지의 이물/ 음식물,Foreign body in bronchus/ food
T1758     ,기관지의 이물/ 기타 이물,Foreign body in bronchus/ other foreign object
T1759     ,기관지의 이물/ 상세불명의 이물,Foreign body in bronchus/ unspecified foreign body
T178      ,기도의 기타 및 여러 부분의 이물,Foreign body in other and multiple parts of respiratory tract
T178      ,기도의 기타 및 여러 부분의 이물,Foreign body in other and multiple parts of respiratory tract
T178      ,세기관지의 이물,Foreign body in bronchioles
T178      ,세기관지의 이물,Foreign body in bronchioles
T178      ,폐의 이물,Foreign body in lung
T178      ,폐의 이물,Foreign body in lung
T1780     ,기도의 기타 및 여러 부분의 이물/ 위내용물,Foreign body in other and multiple parts of respiratory tract/ thumb (nail)
T1780     ,세기관지의 이물/ 위내용물,Foreign body in bronchioles/ thumb (nail)
T1780     ,폐의 이물/ 위내용물,Foreign body in lung/ thumb (nail)
T1781     ,기도의 기타 및 여러 부분의 이물/ 음식물,Foreign body in other and multiple parts of respiratory tract/ single finger (nail)/ except thumb
T1781     ,세기관지의 이물/ 음식물,Foreign body in bronchioles/ single finger (nail)/ except thumb
T1781     ,폐의 이물/ 음식물,Foreign body in lung/ single finger (nail)/ except thumb
T1788     ,기도의 기타 및 여러 부분의 이물/ 기타 이물,Foreign body in other and multiple parts of respiratory tract/ multiple fingers (nail)/ not including thumb
T1788     ,세기관지의 이물/ 기타 이물,Foreign body in bronchioles/ multiple fingers (nail)/ not including thumb
T1788     ,폐의 이물/ 기타 이물,Foreign body in lung/ multiple fingers (nail)/ not including thumb
T1789     ,기도의 기타 및 여러 부분의 이물/ 상세불명의 이물,Foreign body in other and multiple parts of respiratory tract/ multiple fingers (nail)/ including thumb
T1789     ,세기관지의 이물/ 상세불명의 이물,Foreign body in bronchioles/ multiple fingers (nail)/ including thumb
T1789     ,폐의 이물/ 상세불명의 이물,Foreign body in lung/ multiple fingers (nail)/ including thumb
T179      ,기도의 상세불명 부분의 이물,Foreign body in respiratory tract/ part unspecified
T179      ,기도의 상세불명 부분의 이물,Foreign body in respiratory tract/ part unspecified
T1790     ,기도의 상세불명 부분의 이물/ 위내용물,Foreign body in respiratory tract/ part unspecified/ gastric contents
T1791     ,기도의 상세불명 부분의 이물/ 음식물,Foreign body in respiratory tract/ part unspecified/ food
T1798     ,기도의 상세불명 부분의 이물/ 기타 이물,Foreign body in respiratory tract/ part unspecified/ other foreign object
T1799     ,기도의 상세불명 부분의 이물/ 상세불명의 이물,Foreign body in respiratory tract/ part unspecified/ unspecified foreign body
T18       ,소화관속의 이물,Foreign body in alimentary tract
T180      ,입의 이물,Foreign body in mouth
T181      ,식도의 이물,Foreign body in oesophagus
T182      ,위의 이물,Foreign body in stomach
T183      ,소장의 이물,Foreign body in small intestine
T184      ,결장의 이물,Foreign body in colon
T185      ,직장구불결장(접합부)의 이물,Foreign body in rectosigmoid (junction)
T185      ,항문 및 직장의 이물,Foreign body in anus and rectum
T188      ,소화관의 기타 및 여러 부분의 이물,Foreign body in other and multiple parts of alimentary tract
T189      ,삼켜진 이물 NOS,Swallowed foreign body NOS
T189      ,소화계통의 이물 NOS,Foreign body in digestive system NOS
T189      ,소화관의 상세불명 부분의 이물,Foreign body in alimentary tract/ part unspecified
T19       ,비뇨생식관의 이물,Foreign body in genitourinary tract
T190      ,요도의 이물,Foreign body in urethra
T191      ,방광의 이물,Foreign body in bladder
T192      ,외음 및 질의 이물,Foreign body in vulva and vagina
T193      ,자궁[모든 부분]의 이물,Foreign body in uterus[any part]
T198      ,비뇨생식관의 기타 및 여러 부분의 이물,Foreign body in other and multiple parts of genitourinary tract
T199      ,비뇨생식관의 상세불명 부분의 이물,Foreign body in genitourinary tract/ part unspecified
T20       ,관자놀이(부위),Temple (region)
T20       ,귀[모든 부분],Ear [any part]
T20       ,눈을 포함한 얼굴의 기타 부분/ 머리 및 목,Eye with other parts of face/ head and neck
T20       ,두피[모든 부분],Scalp [any part]
T20       ,머리 및 목의 화상 및 부식,Burn and corrosion of head and neck
T20       ,입술,Lip
T20       ,코(중격),Nose (septum)
T200      ,머리 및 목의 상세불명 정도의 화상,Burn of unspecified degree of head and neck
T2000     ,머리 및 목의 상세불명 정도의 화상/ 귀(고막을 제외한 모든 부분),Burn of unspecified degree of head and neck/ ear[any part/ except ear drum]
T2001     ,머리 및 목의 상세불명 정도의 화상/ 입술,Burn of unspecified degree of head and neck/ lip(s)
T2002     ,머리 및 목의 상세불명 정도의 화상/ 턱,Burn of unspecified degree of head and neck/ chin
T2003     ,머리 및 목의 상세불명 정도의 화상/ 코(중격),Burn of unspecified degree of head and neck/ nose (septum)
T2004     ,머리 및 목의 상세불명 정도의 화상/ 두피[모든부분],Burn of unspecified degree of head and neck/ scalp[any part]
T2005     ,머리 및 목의 상세불명 정도의 화상/ 이마와 볼,Burn of unspecified degree of head and neck/ forehead and cheek
T2006     ,머리 및 목의 상세불명 정도의 화상/ 목,Burn of unspecified degree of head and neck/ neck
T2007     ,머리 및 목의 상세불명 정도의 화상/ 머리/ 얼굴/ 목의 여러 부위,Burn of unspecified degree of head and neck/ multiple sites head/ face/ and neck
T2009     ,머리 및 목의 상세불명 정도의 화상/ 상세불명의 부위,Burn of unspecified degree of head and neck/ unspecified site
T201      ,머리 및 목의 1도 화상,Burn of first degree of head and neck
T2010     ,머리 및 목의 1도 화상/ 귀(고막을 제외한 모든 부분),Burn of first degree of head and neck/ ear[any part/ except ear drum]
T2011     ,머리 및 목의 1도 화상/ 입술,Burn of first degree of head and neck/ lip(s)
T2012     ,머리 및 목의 1도 화상/ 턱,Burn of first degree of head and neck/ chin
T2013     ,머리 및 목의 1도 화상/ 코(중격),Burn of first degree of head and neck/ nose (septum)
T2014     ,머리 및 목의 1도 화상/ 두피[모든부분],Burn of first degree of head and neck/ scalp[any part]
T2015     ,머리 및 목의 1도 화상/ 이마와 볼,Burn of first degree of head and neck/ forehead and cheek
T2016     ,머리 및 목의 1도 화상/ 목,Burn of first degree of head and neck/ neck
T2017     ,머리 및 목의 1도 화상/ 머리/ 얼굴/ 목의 여러 부위,Burn of first degree of head and neck/ multiple sites head/ face/ and neck
T2019     ,머리 및 목의 1도 화상/ 상세불명의 부위,Burn of first degree of head and neck/ unspecified site
T202      ,머리 및 목의 2도 화상,Burn of second degree of head and neck
T2020     ,머리 및 목의 2도 화상/ 귀(고막을 제외한 모든 부분),Burn of second degree of head and neck/ ear[any part/ except ear drum]
T2021     ,머리 및 목의 2도 화상/ 입술,Burn of second degree of head and neck/ lip(s)
T2022     ,머리 및 목의 2도 화상/ 턱,Burn of second degree of head and neck/ chin
T2023     ,머리 및 목의 2도 화상/ 코(중격),Burn of second degree of head and neck/ nose (septum)
T2024     ,머리 및 목의 2도 화상/ 두피[모든부분],Burn of second degree of head and neck/ scalp[any part]
T2025     ,머리 및 목의 2도 화상/ 이마와 볼,Burn of second degree of head and neck/ forehead and cheek
T2026     ,머리 및 목의 2도 화상/ 목,Burn of second degree of head and neck/ neck
T2027     ,머리 및 목의 2도 화상/ 머리/ 얼굴/ 목의 여러 부위,Burn of second degree of head and neck/ multiple sites head/ face/ and neck
T2029     ,머리 및 목의 2도 화상/ 상세불명의 부위,Burn of second degree of head and neck/ unspecified site
T203      ,머리 및 목의 3도 화상,Burn of third degree of head and neck
T2030     ,머리 및 목의 3도 화상/ 귀(고막을 제외한 모든 부분),Burn of third degree of head and neck/ ear[any part/ except ear drum]
T2031     ,머리 및 목의 3도 화상/ 입술,Burn of third degree of head and neck/ lip(s)
T2032     ,머리 및 목의 3도 화상/ 턱,Burn of third degree of head and neck/ chin
T2033     ,머리 및 목의 3도 화상/ 코(중격),Burn of third degree of head and neck/ nose (septum)
T2034     ,머리 및 목의 3도 화상/ 두피[모든부분],Burn of third degree of head and neck/ scalp[any part]
T2035     ,머리 및 목의 3도 화상/ 이마와 볼,Burn of third degree of head and neck/ forehead and cheek
T2036     ,머리 및 목의 3도 화상/ 목,Burn of third degree of head and neck/ neck
T2037     ,머리 및 목의 3도 화상/ 머리/ 얼굴/ 목의 여러 부위,Burn of third degree of head and neck/ multiple sites head/ face/ and neck
T2039     ,머리 및 목의 3도 화상/ 상세불명의 부위,Burn of third degree of head and neck/ unspecified site
T204      ,머리 및 목의 상세불명 정도의 부식,Corrosion of unspecified degree of head and neck
T2040     ,머리 및 목의 상세불명 정도의 부식/ 귀(고막을 제외한 모든 부분),Corrosion of unspecified degree of head and neck/ ear[any part/ except ear drum]
T2041     ,머리 및 목의 상세불명 정도의 부식/ 입술,Corrosion of unspecified degree of head and neck/ lip(s)
T2042     ,머리 및 목의 상세불명 정도의 부식/ 턱,Corrosion of unspecified degree of head and neck/ chin
T2043     ,머리 및 목의 상세불명 정도의 부식/ 코(중격),Corrosion of unspecified degree of head and neck/ nose (septum)
T2044     ,머리 및 목의 상세불명 정도의 부식/ 두피[모든부분],Corrosion of unspecified degree of head and neck/ scalp[any part]
T2045     ,머리 및 목의 상세불명 정도의 부식/ 이마와 볼,Corrosion of unspecified degree of head and neck/ forehead and cheek
T2046     ,머리 및 목의 상세불명 정도의 부식/ 목,Corrosion of unspecified degree of head and neck/ neck
T2047     ,머리 및 목의 상세불명 정도의 부식/ 머리/ 얼굴/ 목의 여러 부위,Corrosion of unspecified degree of head and neck/ multiple sites head/ face/ and neck
T2049     ,머리 및 목의 상세불명 정도의 부식/ 상세불명의 부위,Corrosion of unspecified degree of head and neck/ unspecified site
T205      ,머리 및 목의 1도 부식,Corrosion of first degree of head and neck
T2050     ,머리 및 목의 1도 부식/ 귀(고막을 제외한 모든 부분),Corrosion of first degree of head and neck/ ear[any part/ except ear drum]
T2051     ,머리 및 목의 1도 부식/ 입술,Corrosion of first degree of head and neck/ lip(s)
T2052     ,머리 및 목의 1도 부식/ 턱,Corrosion of first degree of head and neck/ chin
T2053     ,머리 및 목의 1도 부식/ 코(중격),Corrosion of first degree of head and neck/ nose (septum)
T2054     ,머리 및 목의 1도 부식/ 두피[모든부분],Corrosion of first degree of head and neck/ scalp[any part]
T2055     ,머리 및 목의 1도 부식/ 이마와 볼,Corrosion of first degree of head and neck/ forehead and cheek
